Post ID,Post creation date,Post message,Post type,Post impressions,Post organic reach,% of reach from paid,% of reach from organic,Post reach,Shares on posts,Total post reactions,Post photo views,Video views,Comments on posts,Shares on shares,Organic video views,Post link clicks,RowHash
108778868994125_122136765494027157,2023-11-12,"If you’re worried about your child and want to know how you can support them you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,16,15,0,100,15,0,0,0,0,0,0,0,0,8e0e2b7560c681a434581ab530e0741068d16078f710cec5e1dc96390a926e06
108778868994125_122136088364027157,2023-11-10,"If you’re worried about your child and want to know how you can support them you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,13,13,0,100,13,0,0,0,0,0,0,0,0,dcc5ab1bc8f396c3468c205b46fe7797cb452ab3dd9864d5bbb3f7882ea78678
108778868994125_122135554436027157,2023-11-08,"To all of the separated mum's out there, remember that your strength and the lessons you teach your children through your divorce, can far outweigh any negatives your children might experience. 

If you’re worried about your child and want to know how you can support them you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,13,13,0,100,13,0,0,0,0,0,0,0,0,b6cfb2847e6d4c4fd35273304406cb839e3a3a789b44339d84d0517f5bb4ca65
108778868994125_122135353100027157,2023-11-07,"Self-care is so much more than bubble baths and painting our nails…and sometimes we need more than self-care to help us get back on top when trying to be the best mum we can be and going through a divorce ...

If you’re worried about your child and feel this is part of what is leading to your anxiety and burnout, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal #burnout",album,10,10,0,100,10,0,2,0,0,0,0,0,0,8067ad5ae877c23000d0470a74072472d4411242084607d2916a1ddc5fcca390
108778868994125_122135148956027157,2023-11-06,"If you have young children, they won't tell you when they feel bad emotionally during your divorce...
They will tell you ‘will you play with me' or follow you around the home.

I love this quote. Your children might also be just as likely to act out or seem more sensitive than usual. These signs tell us that our children are struggling. 

If you’re worried about your child, you can download my FREE guide to what your child needs - link in bio on my profile. 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",share,11,11,0,100,11,0,0,0,0,0,0,0,0,2c7a9c2dccfbb29fd89e9a4c8fa1001c3a888c2e4cc223e31b670a0562a283cb
108778868994125_122134784504027157,2023-11-05,"8 things that will make your child feel safe, during and after your divorce 👇

👉 consistent routines 
👉 communicating a change of routine in advance 
👉 clear and consistent sleep arrangements and meal times 
👉 clear, fair and firm boundaries 
👉 a safe space to express big emotions 
👉 affection, empathy and words of affirmation 
👉 plenty of time playing with you and other important adults in their life 
👉 a predictable flow/structure of days and nights with each parent 

#divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide #singlemum #singlemom #mumguilt #mumguiltisreal",album,15,15,0,100,15,0,0,0,0,0,0,0,0,7ebad456d9eb1751bbf4b06560afa46614cd1648e6fc349f679496942940c8f7
108778868994125_122134141496027157,2023-11-02,"In the midst of divorce and trying to make everything okay for our children, we can so often overlook all of the small wins, all of the things we are achieving in big and little ways, and just see all of the stuff we aren’t getting right. 

Take one moment, to reflect on one thing that you’re proud of 🩷

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide",album,11,11,0,100,11,0,0,1,0,0,0,0,0,f01d1312bbd4fd0894dbce87a81af67296daf2307b92719b0316a5ad22bb7f47
108778868994125_122131260896027157,2023-10-22,"It can be so hard seeing our children upset about our separation. Here are 4 easy steps to keep in mind when trying to support your child through their tough emotions:

1. Name it
2. Normalise it
3. Empathise
4. Offer help

Download my FREE guide to help you to support your child in the best way - https://loom.ly/C9pkAVY

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #certainty #parentingguide",album,8,8,0,100,8,0,0,0,0,0,0,0,0,4fee7be523c23d972ebfbd690a982a31ced7b76fca23967d76e2d38f2acd23de
108778868994125_122131014380027157,2023-10-21,"Do you ever feel unsure what to do when your child says something is unfair because they get to do something at their other parents home that you aren't allowing them to do!?...I have been there (ughhhhh!), it's so tough, right!? 

Here's what you need to remember in this situation:
1. Holding your boundary is okay and is actually good for your child (this provides certainty for them around what is okay at your house)
2. Feeling guilty, worried, annoyed in this situation is normal and natural -- Breath and remember your child is just testing the boundaries (which is normal)
3. Make sure your rules and boundaries in your home align with your values as a parent, don't feel pressured to bend to anything outside of this

If you want support on managing some of these difficult areas, download my FREE guide - https://loom.ly/C9pkAVY 

You've got this!

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #empathy #boundaries",video_inline,49,47,0,100,47,0,0,0,16,0,0,16,0,fc28b9e2635f1d19fe33e7647c6024fa5e77403943a0d5ed64f71dc43e97d081
108778868994125_122130524144027157,2023-10-19,"Feeling triggered by things our children say is a normal experience for a separated Mum. The things our children say can bring up all sorts of feelings, from sadness, to anger, to hurt - this is all completely normal! I have been there myself.

If you want support on managing some of these difficult feelings and conversations, download my FREE guide - https://loom.ly/C9pkAVY 

You've got this!

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #science #empathy",video_inline,49,47,0,100,47,0,0,0,9,0,0,9,0,a7a53fa23fce62df3e308e85adb15f4f52a82f93a14aa7903f0d10fe16ac784d
108778868994125_122129967164027157,2023-10-17,"We all want our children to be happy, especially when we are going through a divorce or are bringing our children up with separated parents. By creating space for them to express feelings other than happiness with you, you are creating a foundation of trust between you and them, and a relationship where they feel held through whatever they need or feel. This is what creates life-long happiness and mental well-being for children.

Try and create space for your child to feel whatever is coming up for them with regards to your divorce/separation. You don't need to fix it, you just need to be there, hold them and listen. You've got this! 

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #dealingwithdifficultemotional #toxicpositivity #itsokatnottobeokay",album,4,4,0,100,4,0,0,0,0,0,0,0,0,6a6d4f463be640af4ce1ee6b4b49c213365b931dec6ec3503e8af02e23fa247c
108778868994125_122129754632027157,2023-10-16,"You are a Mum who cares and THAT IS ALL YOUR CHILD NEEDS! They need a Mum who cares and who wants to get it right. They don't need a Mum who does get it right all of the time, because, guess what, that's impossible! They just need you to care! You've got this girl!

You are giving your child what they need to thrive, just by being a Mum who cares!

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #divorce #caringmum #momguilt #caringmom",video_inline,48,46,0,100,46,0,0,0,6,0,0,6,0,3af8829be130431c3a8651970da2e512dfac4f33c0ae3ba85dd4f6489394dbac
108778868994125_122128474460027157,2023-10-12,"It can be so tempting as parents to keep our children's moods lifted, make them happy and pretend everything is okay - especially when we are struggling so much emotionally during our divorce/separation - we want to shield our children from this and for them to be okay. Handling any of our children's tough emotions and feelings, can feel overwhelming for us, especially if we already feel overwhelmed ourselves. 

It is okay to find this difficult. We all do. 

Try and create space for your child to feel whatever is coming up for them with regards to your divorce/separation. You don't need to fix it, you just need to be there, hold them and listen. You've got this! 

#mumguilt #mumguiltisreal #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parenting #parentinganddivorce #parentingduringdivorce #anxiety #mumanxiety #dealingwithdifficultemotional #toxicpositivity #itsokatnottobeokay",photo,6,6,0,100,6,0,1,0,0,0,0,0,0,8b9d06be1b2390adac1d852876768294ba78612856f1007f7caa04b8cc5cb3c1
108778868994125_122128213868027157,2023-10-11,"Setting boundaries can be one of the hardest things as a separated/divorced parent. It’s common to want to do the best for our child, keep the peace with our coparent and then by default, put our needs last. This cycle is hard to break but it’s not sustainable, and often leads to things that are not in the best interest of our children. Here are 3 simple things you can ask yourself before making a decision, to help you put in healthy boundaries. You’ve got this!",album,8,8,0,100,8,0,0,0,0,0,0,0,0,e10d8bc3e32f113077e5a922bb3eefc2c4bd3d628dddfca0db13a0aca0f40cf7
